"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Corey Coleman","WR","FA","6.9","22.4","-","-","-","-","-","-","4.1","1.7","3.9","9.8","-","2.7","2.4","1.5","4.9","6","60.3"
"Rex Burkhead","RB","FA","0","0","0","0","0","1.6","3.3","0","-","0","1.4","4.8","4.6","5.1","5","6.7","26.4","3.7","58.9"
"New Orleans Saints","DST","NO","-4","12","-2","8","BYE","2","0","4","9","10","2","7","1","5","1","6","-3","3.6","58"
"New York Jets","DST","NYJ","9","2","6","2","2","-1","12","4","1","7","BYE","0","-3","3","2","-3","13","3.5","56"
"Sammy Watkins","WR","FA","4.3","2","-","-","-","-","-","-","-","-","-","8","3.8","11.4","1","21.4","3.1","6.9","55"
"Matt Moore","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","1.9","23.4","15.2","14.2","13.7","54.7"
"Ryan Griffin","TE","FA","1.7","0.5","5.2","5.4","0.8","3.1","1.3","3.4","-","6.7","3.2","3.6","7.5","2.3","8.5","0","1","3.4","54.2"
"Robbie Gould","K","FA","-","-","-","-","-","-","5","-","4","3","5","3","2","4","6","14","8","5.4","54"
"Jared Goff","QB","DET","-","-","-","-","-","-","-","-","-","BYE","6.5","16.6","6.3","9.6","5.4","4","4.8","7.6","53.2"
"Chris Conley","WR","TEN","4.3","1.5","4.4","7","-","2.6","2.9","5.9","2.8","1.2","2.8","2.6","0","7","1.1","1.4","5.5","3.3","53"
"Josh McCown","QB","FA","-","14.4","-","-","-","-","-","20.6","-","-3.6","7.8","12.9","-","-","-","-","-","10.4","52.1"
"Nelson Agholor","WR","BAL","11.7","4.2","2.1","-","3.2","3.4","1","2.5","4.1","0.7","2","-","2.7","2.2","1","11.2","-0.1","3.5","51.9"
"Jesse James","TE","FA","3.1","8.9","1","7.5","10.3","1.3","1.8","-","1.3","5.9","0.5","0","3.2","0.5","0","4.9","1.6","3.2","51.8"
"Albert Wilson","WR","FA","0.1","1.1","0","5.2","-","2.6","0.4","0","9.7","2.5","7.9","0.6","16.3","0","0","0.3","4.2","3.2","50.9"
"Cleveland Browns","DST","CLE","1","4","12","4","0","3","4","1","-4","5","1","3","BYE","4","0","4","6","3","48"
"Danny Amendola","WR","FA","4.8","14.8","2.3","0","1.1","3","0","8.9","-","1.4","6.2","0.8","3","-","-","-","-","3.9","46.3"
"Austin Hooper","TE","LV","1.4","8.4","0","10.2","1.4","0","0","4.1","10.6","0.8","-","0.8","0","0.5","6.9","-","-","3.2","45.1"
"Justin Hardy","WR","FA","0","6.8","8.6","0","0","3","0.6","1.3","0","0","-","4.7","0.5","6.9","1.6","0","10.3","2.8","44.3"
"C.J. Prosise","RB","FA","1.1","-","-","-","-","-","1.7","10.3","1.5","15.3","14.1","-","-","-","-","-","-","7.3","44"
"Jared Cook","TE","FA","0.7","3.1","1.5","-","-","-","-","-","-","-","14.5","0.7","1.9","1.5","8.5","3.7","5.6","4.2","41.7"
"Wendell Smallwood","RB","FA","0.1","1.6","13.9","-","0","2","1.3","-2.5","2.5","7","7.9","4.7","1.9","0.3","-","-","-","3.1","40.7"
"Richard Rodgers","TE","FA","2.2","2.5","6.9","-","0.6","1.5","0.7","0","6.4","2.7","2.8","0","1.6","0.8","1","8","1.4","2.4","39.1"
"Trey Burton","TE","FA","0","10.9","1.9","-","0.5","0.7","0","0.6","5.5","0","1.4","1","5.3","6.5","0.2","0.3","3.9","2.4","38.7"
"Dwayne Washington","RB","NO","6.1","3.1","3.5","1.4","BYE","-","-","-","2.6","-","2.1","1.9","4","7.4","4","2.6","0","3.2","38.7"
"Levine Toilolo","TE","FA","0","2.1","0","0","0","12.9","0.5","0","9.2","0","-","1.8","4.2","1.9","3","1","1.8","2.4","38.4"
"Dion Lewis","RB","FA","-","-","-","-","-","-","-","-","-","-","4.9","5.8","3.8","1.9","10.4","5.7","5.2","5.4","37.7"
"Alfred Morris","RB","FA","3.5","6.7","8.1","3.4","3.3","0.2","-","0.6","5.6","1.9","0.3","1.2","1.1","0","-","-","1.5","2.7","37.4"
"Kyle Juszczyk","RB","SF","2.3","0.8","0.2","5.6","2","2.5","0.2","BYE","0.2","2.7","3.2","1.8","0.6","4.6","1.5","8.5","0.1","2.3","36.8"
"Paul Richardson Jr.","WR","FA","1.1","3.5","0","2.7","-","0","1","3.3","1.5","5.2","0.6","1.7","-","0","0","10.2","4.5","2.4","35.3"
"Randy Bullock","K","FA","2","-","-","-","-","-","-","-","-","-","-","-","11","-","8","5","9","7","35"
"Jimmy Garoppolo","QB","LV","14.1","21.3","-","-","-0.3","-","-","-0.1","-","-","-","-","-","-","-","0","0","5.8","35"
"Kenyan Drake","RB","FA","0","7.8","4.8","1.5","2","0","0","-","0.6","0.9","0.2","0.9","0.5","1.1","1.6","11.6","1","2.2","34.5"
"Geronimo Allison","WR","FA","-","-","-","-","-","-","-","8.1","0","1.7","0","0","0","0","0.7","6.6","15.1","3.2","32.2"
"Peyton Barber","RB","FA","0","-","0","0","0.6","-","14.4","0.1","5.5","3.8","2.2","2","0.6","0","0","0","1.9","2.1","31.1"
"Virgil Green","TE","FA","2.8","4.6","-","-","-","2.1","0","5.5","3.7","2.4","-","0","0","0","0.9","-","7.7","2.5","29.7"
"C.J. Uzomah","TE","NYJ","5.9","0.9","3.1","4.5","4.3","0.6","0","-","-","0","BYE","-","-","-","-","2.8","7.3","2.9","29.4"
"Kenjon Barner","RB","FA","4.2","0.2","10.2","-","0","0.6","0","1.4","6.3","0","1.7","1.2","0.2","-","3.1","-","-","2.2","29.1"
"Jacoby Brissett","QB","WAS","-","4.9","14.9","8.5","-","-","-","-","BYE","-","-","-","-","-","-","-","-","9.4","28.3"
"Nick Foles","QB","IND","-","-","-","-","-","-","-","16.8","11.2","BYE","-","-","-","-","-","-","0","9.3","28"
"Chester Rogers","WR","FA","-","0","0","3.9","2.4","6.3","3","-","0","-","0","0","0","2.1","2.4","0","7.2","2","27.3"
"Bennie Fowler III","WR","FA","-","-","1.3","0","1.3","8.2","0.7","0","0.4","0","-","13.6","-","0.5","0","0.5","0","2","26.5"
"Alex Collins","RB","FA","-","0","3.1","0.1","-","7.1","0.2","-","0","0.2","-","0","-","3.6","-","4.7","5.9","2.3","24.9"
"Luke Willson","TE","FA","2.6","0.6","0.9","0","-","0.9","-","-","-","-","1.2","1.1","-","1.1","7.9","0","8.6","2.3","24.9"
"Seth DeValve","TE","FA","0","0","0","-","-","-","-","0.5","0","8.5","0.8","3.9","-","1.1","0.6","2.1","7.2","2.1","24.7"
"Marcedes Lewis","TE","FA","4.8","7.7","2","1.2","-","0","1.1","2.3","2.3","-0.1","1.6","-","-","-","-","-","-","2.3","22.9"
"Andre Roberts","WR","FA","0.8","0","0","0.8","0","7.3","2","0","2.7","-","2.4","1.9","3.5","0","0","1.4","0","1.4","22.8"
"Ameer Abdullah","RB","LV","18","3.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.9","21.8"
"Darren Fells","TE","FA","0","3.1","1.5","0.7","-","0.8","0","-","-","0","2.2","0","0.9","1.2","1.3","0","9.7","1.5","21.4"
"Josh Hill","TE","FA","0","-","-","-","-","8.3","0.6","0.3","4","0","0","7.4","0.3","-","-","-","-","2.3","20.9"
"Darren Waller","TE","NYG","-","-","-","-","0","0","0","BYE","1.7","7.4","0","1.4","1.5","6.3","1.1","1.1","0","1.7","20.5"
"Demetrius Harris","TE","FA","2","0","1.4","1.2","-","1.1","1","1.3","0","0","0","2","0.6","0","0","9.7","0","1.3","20.3"
"Cody Core","WR","FA","-","-","-","-","0","-","-","-","-","0","-","0","5.8","0.8","1.3","3.9","8.2","2.5","20"
"Kevin White","WR","FA","3.4","4.5","6.2","5.5","-","-","-","-","-","-","-","-","-","-","-","-","-","4.9","19.6"
"Daniel Brown","TE","FA","-","-","-","-","0","0","-","-","-","-","-","8.4","1.3","4.2","0.8","1.9","1.8","2.3","18.4"
"Jerell Adams","TE","FA","-","0","-","0","2.7","0","0.5","-","2.4","7.8","0","0","1","1.1","1.8","0.9","-","1.4","18.2"
"Kevin Hogan","QB","FA","-","-","-","-","-","-","16.4","0.2","-","0.1","-","0","-","-","-","-","-","4.2","16.7"
"Josh Ferguson","RB","FA","2.4","3.6","3.1","3.1","1.3","0","0","0","0.9","-","0","0","1.1","0","0.1","0","0","1","15.6"
"Stephen Anderson","TE","FA","2.5","1.5","0","-","-","-","0","1.7","-","6.7","1.4","0.8","0","0","0.7","0","0","1.2","15.3"
"Tyler Higbee","TE","LAR","0.2","0","0","0","0","0","0.4","BYE","3.1","0","0.4","0","1.6","0.8","1.5","6.5","0","0.9","14.5"
"Andy Janovich","RB","FA","8.8","1.1","1.5","0","0.2","0","1.3","0","0","0.9","-","-0.1","-","-","-","-","-","1.2","13.7"
"Nick O'Leary","TE","FA","0","0","2.8","2","0","2.9","0.7","3","0","-","0","0","0.8","1.2","0","0","0","0.8","13.4"
"Mike Davis","RB","FA","0.1","1","0","0","0.4","1.9","8.1","-","0","-","-","-","-","-","-","-","-","1.4","11.5"
"Jonathan Williams","RB","WAS","-","-","0.2","0","-","0.1","-","7.2","0","-","2.6","1.2","0","-","1","0","-0.9","1","11.4"
"Patrick DiMarco","RB","FA","0.8","0","0","1.8","1.3","0.3","0.3","0","6.1","0","-","0","0","0","0","0.6","0","0.7","11.2"
"Joshua Perkins","TE","FA","-","-","-","-","-","-","-","-","0","0","-","0","0","0","0.8","9.4","0","1.3","10.2"
"Drew Stanton","QB","FA","-","0.4","-","-2.5","12.8","0.4","-","-","-","-","-","-","-","-","-","-","-1.7","1.9","9.4"
"Tyler Kroft","TE","FA","0","3.5","0","0","2.9","1.9","0.3","0.6","-","0","0","0","0","0","0","-","-","0.7","9.2"
"Mike Glennon","QB","FA","-","-","-","-","-","-","-","-","9","0","-","-","-","-","-","-","-","4.5","9"
"Tommylee Lewis","WR","FA","-","-0.1","4.4","1.3","-","2.4","0","0","-","-","-","0.7","0","0","0","0","0","0.7","8.7"
"Derek Watt","RB","FA","0","0","0.6","0","0.2","0.8","0","5.3","0","0","-","0","0.2","0","0","1.6","0","0.5","8.7"
"Pharoh Cooper","WR","ARI","-","-","-","-","0","-","-","-","0.3","0.6","1","0","0.8","2.2","2.1","0","1.6","0.9","8.6"
"Blake Bell","TE","KC","0","0.6","0","0","0.4","-","0","-","0","0","0","0","0","3","4.5","-","-","0.7","8.5"
"Geno Smith","QB","SEA","-","-","-","-","BYE","-0.6","8.5","-","-","-","-","-","-","-","-","-","-","4","7.9"
"Rashard Higgins","WR","FA","0","0","0","0","0","1.4","1.9","1","0","0","0","3.4","-","0","0","0","0","0.5","7.7"
"Ryan Grant","WR","FA","0","0.5","0","0","0","0","0.5","1.7","-","0","0.4","0","2","0","0","2.5","0","0.5","7.6"
"Alex Erickson","WR","WAS","0","2","0","0","0","0","0","0","BYE","0","0.7","0.7","1.6","1.6","0","0.5","0","0.4","7.1"
"Geoff Swaim","TE","FA","2.1","2.9","0","0","0","0","-","0.8","1.1","0","-","-","-","-","-","-","-","0.8","6.9"
"Josh Doctson","WR","FA","0.9","5.7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.3","6.6"
"Malcolm Brown","RB","FA","1.3","0","0","0","2.8","0","0","0","0","0","0","0.9","0","-0.6","0.8","0.2","1.1","0.4","6.5"
"Chris Moore","WR","FA","1.3","0.9","0.2","0.6","-","0","1.1","-","0.2","1","0","0","0.7","0.5","0","0","0","0.4","6.5"
"Keenan Allen","WR","LAC","6.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.3","6.3"
"Adrian Peterson","RB","FA","3.1","2.6","-","-","-","-","-","-","-","-","-","-","-","-","0.3","-","-","2","6"
"Johnny Holton","WR","FA","0","1.8","0.2","0","0","0","2.5","0.2","0","-","-","3","0","0","0","0","-2","0.4","5.7"
"Dwayne Harris","WR","FA","0","0","0","-2","0","0","0","-","0","0","0","7.3","0","0","0","0","0","0.3","5.3"
"Troymaine Pope","RB","FA","-","-","-","-","-","-","0.1","-","-","-","0.3","-","3.3","1.2","-","-","-","1.2","4.9"
"Nick Boyle","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","2.4","1.5","0","0.5","0","0.7","4.4"
"Taiwan Jones","RB","FA","0.9","0","0","-","-","0","-","0","0","-","0","1.5","1.1","0","0","0","0","0.3","3.5"
"Nick Vannett","TE","NYG","-","-","-","-","-","0","0","0.7","0","0","-","0","2.5","0","0","-","-","0.4","3.2"
"Lee Smith","TE","FA","0","2.4","0.4","0.1","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","2.9"
"Danny Vitale","RB","FA","-","-","-","-","-","-","-","0","0","0","0","-0.4","-","0","1.7","1.5","-0.1","0.3","2.7"
"D.J. Foster","RB","FA","-","0.9","-","-","1.7","0","-","-","-","-","-","-","-","-","-","-","-","0.9","2.6"
"Malcolm Johnson","RB","FA","0.9","0","0.3","-0.7","0","0","2.1","-","-","-","-","-","-","-","-","-","-","0.4","2.6"
"Keith Smith","RB","ATL","0.3","0.5","0","1.6","0","0","-","0.1","0","0","0","0","0","0","0","0","0","0.2","2.5"
"Luke Stocker","TE","FA","0","0","-","-","-","-","0","0.8","0","1.1","0","0.3","0","-","0","0","0.1","0.2","2.3"
"Devin Smith","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","2","0","0.5","2"
"Brandon Bolden","RB","LV","0.4","0","0","1.5","-","-","0","0","-","0","0","0","0","0","0","0","0","0.1","1.9"
"J.D. McKissic","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.8","1.8","1.8"
"James Develin","RB","FA","0","0","0","0","0","0","0","0","-","0","0","0.5","0","0","1.3","0","0","0.1","1.8"
"Mike Thomas","WR","BAL","0","0","0","0","0","0","0","BYE","0","0","0","0","0","-0.4","0.6","-","1.5","0.1","1.7"
"Damiere Byrd","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.6","1.6","1.6"
"Logan Paulsen","TE","FA","0","0","0","1","0","0","0","0.5","-","0","0","0","0","0","0","0","0","0.1","1.5"
"Ross Travis","TE","FA","0","0","1","0","-","-","-","-","-","0.5","0","-","-","-","-","-","-","0.3","1.5"
"Laquon Treadwell","WR","SEA","-","0","-","0","0","-","-","0","1.5","-","0","0","0","0","-","-","-","0.2","1.5"
"MyCole Pruitt","TE","FA","-","-","-","0.7","0","-","-","-","-","-","-","-","-","-","-","0","0.6","0.3","1.3"
"Anthony Sherman","RB","FA","0","0","0.3","0","-","0","0","0","0.6","0","0","0","0","0","0","0","0.2","0.1","1.1"
"Alex Ellis","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.1","1","0","0.2","1.1"
"Derek Carrier","TE","FA","-","-","-","-","-","-","-","-","-","0","0","0.4","0.6","0","0","0","0","0.1","1"
"Chris Manhertz","TE","DEN","-","0","0","0","-","-","-","-","-","-","0","0","-","-","-","1","0","0.1","1"
"Chase Daniel","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","-","0.6","0.6"
"Raheem Mostert","RB","MIA","-","-","0","0","-","-","-","BYE","-","-","-","-","-","-","-","-","0.6","0.2","0.6"
"Roosevelt Nix","RB","FA","-","-","-","-","-","0","0","-","-","0","0","0","0","0","0","0","0.5","0.1","0.5"
"Matt Schaub","QB","FA","-","-","-","-","-","-","-","-","-0.2","-","-","0","-","0","0.6","-","-","0.1","0.4"
"Rod Smith","RB","FA","0","0","0","0","0.4","0","-","0","-","-","-","-","-","-","-","-","-","0.1","0.4"
"Joe Webb III","QB","FA","0","-","0","0.3","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0.3"
"Clark Harris","TE","FA","0","0","0","0","0","0","0","0","-","0","0","-","-","-","0","0","0","0","0"
"Temarrick Hemingway","TE","FA","-","0","-","0","0","-","0","-","-","-","-","-","-","0","0","0","0","0","0"
"Kyle Nelson","TE","FA","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Brown","K","FA","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Maxx Williams","TE","FA","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"AJ McCarron","QB","FA","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Eric Tomlinson","TE","FA","-","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","0","0"
"Demarcus Robinson","WR","FA","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beau Brinkley","TE","FA","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0"
"Michael Burton","RB","DEN","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","-","0","0"
"James O'Shaughnessy","TE","FA","0","0","0","0","-","0","0","0","0","0","0","-0.1","0","0","0","0","0","0","-0.1"
"Chad Henne","QB","FA","-","-","-","-","-","-","-","-","-","-","-0.2","-","-","-","-","-","-","-0.2","-0.2"
"Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-1.3","-1.3","-1.3"
"Matthew Slater","WR","NE","0","0","0","0","0.5","0","0","0","BYE","0","0","-","-","-2","0","-","0","-0.1","-1.5"
"Brett Hundley","QB","FA","-","-","-","-","-","-","-","-","-","0.3","-1.6","-","-","-0.2","-","0","-","-0.4","-1.5"
"Tyler Ervin","RB","FA","0.8","0","-2","0","0","0.4","0.9","0","-","0","-2","-","-","-","-","0","0","-0.2","-1.9"
"Jakeem Grant Sr.","WR","CLE","0","0","0","0","0","0","0","-","0","-2","0","0","0","0","0","0","0.1","-0.1","-1.9"
"Kalif Raymond","WR","DET","-","-","-","-","-","-","-","-","-","BYE","-","-","0","0","-","-2","0","-0.5","-2"
""
""
