"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Marcus Johnson","WR","FA","-","0","-0.2","2.4","2.6","11.2","-","-","-","-","-","-","-","-","-","-","-","3.2","16"
"Anthony Sherman","RB","FA","9.6","0","1.6","0","1.5","-0.2","0","1","0","0.2","0","-","0","0.2","0","0","1.9","1","15.8"
"Taquan Mizzell","RB","NYG","-","-","-","-","-","-","-","-","0.5","0","-0.1","8.8","2.3","0.1","1","2.8","0","1.7","15.4"
"DJ Chark Jr.","WR","CAR","0","-0.7","0","0.6","6.8","0","3.1","4.1","-","0","1.5","-","-","-","-","-","0","1.4","15.4"
"Dwayne Washington","RB","NO","-","-","-","0.2","0","BYE","0","0","0","4.7","-0.3","0","0","0","0","0","10.8","1.2","15.4"
"Logan Paulsen","TE","FA","0","1","1.1","7.7","0","0","0","-","0","1.3","1.9","0.2","0","-","0","0","1.9","1","15.1"
"Vyncint Smith","WR","IND","0","0","2.8","-","-","-","-","0","0","-","-","-","-","-","-","9.5","2.8","2.2","15.1"
"Brian Hill","RB","FA","-","0","0","0","-","-","-","-","-","0","0","0","-","0.5","0.7","9.5","3.9","1.5","14.6"
"Nick O'Leary","TE","FA","-","-","-","-","0","10.9","2.3","0","0","0.5","-","0","0.9","0","0","0","0","1.2","14.6"
"Damion Ratley","WR","FA","-","0","0","-","-","8.2","2.3","2.1","1.6","0","-","0","0.2","0","0","0","0","1.1","14.4"
"Deontay Burnett","WR","FA","-","-","-","-","-","-","0.9","6.1","0","-","-","-","-","-","-","0","7.3","2.9","14.3"
"Alex Armah Jr.","RB","WAS","6.1","0.4","0.1","BYE","0.4","0","0","0","6.1","0.3","0","0","0","0","0","0","0.6","0.9","14"
"Taylor Heinicke","QB","ATL","-","-","-","-","-","-","-","0.3","-","0","0","-","0","1.3","-","12.3","-","2.3","13.9"
"Andre Roberts","WR","FA","0.2","0","0","0","0.4","0","2.1","0","0","0","-","0","2.8","-2","7.6","0","2.8","0.9","13.9"
"Robert Tonyan","TE","CHI","0","0","0","0","0","0","-","0","0","0","11.4","0","0.5","0","0","1.1","0.7","0.9","13.7"
"Ronald Jones II","RB","DAL","-","-","-","2.8","-","1.9","8.8","0.1","-","-","-","-","0.2","0","-0.1","0","0","1.5","13.7"
"Trey Quinn","WR","FA","0","-","-","-","-","-","-","-","-","-","4.9","8.6","-","-","-","-","-","4.5","13.5"
"Seth DeValve","TE","FA","0","-","-","-","2.6","0","0","8.8","0","0","-","0","1.9","0","0","0.1","0","1","13.4"
"Brandon Powell","WR","MIN","-","-","-","-","-","-","-","0","0","0.6","-","-","-","-","1.5","0.9","10.3","2.2","13.3"
"Darrel Williams","RB","FA","-","-","-","-","-","-","-","-","-","0","-","-","0","0.8","9.2","0","3.1","2.2","13.1"
"Sam Ficken","K","FA","-","-","5","8","-","-","-","-","-","-","-","-","-","-","-","-","-","6.5","13"
"Nathan Peterman","QB","CHI","-2.9","-","-","-","BYE","2.6","-","0.9","12.2","-","-","-","-","-","-","-","-","3.2","12.8"
"Adam Shaheen","TE","FA","-","-","-","-","-","-","-","-","-","-","2","-","6.5","0","3.9","0.4","0","2.1","12.8"
"Derek Carrier","TE","FA","2","0.5","0","0","0","0","-","0","0.8","0.5","0","0","0","8.9","0","0","0","0.8","12.7"
"Dalton Schultz","TE","HOU","0","-","-","-","-","-","1.2","-","0","2.1","0","-0.1","0.7","3.7","2.3","0","1.7","1.1","11.6"
"Chris Manhertz","TE","DEN","0","0","0","-","0","0.2","0","0","0","0","0","0","0","0","11","0","0","0.7","11.2"
"Tommylee Lewis","WR","FA","0","0","-","-","-","-","-","-","-","-","-","8.8","-","2","-1.6","0","1.8","1.6","11"
"Mike Glennon","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.4","2.5","-","5.5","11"
"DeAndre Washington","RB","FA","-","-","-","-","-","-","-","0.4","2.7","0","3.9","1.7","-1.3","0","0.1","-0.1","3","1","10.4"
"John Kelly Jr.","RB","CLE","-","-","-","-","-","-","-","-","-","-","BYE","-","-","0","0.4","4.9","4.8","2.5","10.1"
"Jeremy Sprinkle","TE","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","7.9","2.2","0","0.6","10.1"
"Darren Waller","TE","NYG","-","-","-","-","-","-","-","-","BYE","-","-","-","-","0","6.5","0.8","2.3","2.4","9.6"
"C.J. Ham","RB","MIN","0","0.5","4.7","0.7","0.7","0.1","0","0.1","0","BYE","0","1.3","1.1","0","0","0.1","-","0.6","9.3"
"Kevin White","WR","FA","0","0","0","0","-","0","6.4","0.6","-","-","-","0","-","-","-","-","2.2","1","9.2"
"Devonta Freeman","RB","FA","5","-","-","-","4.1","-","-","-","-","-","-","-","-","-","-","-","-","4.6","9.1"
"Luke Willson","TE","FA","0","1.3","1","0.6","0","-","0.8","2.1","1.7","-","0","0.4","0.8","0","0","0","-","0.6","8.7"
"D'Onta Foreman","RB","CHI","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","8.7","-","8.7","8.7"
"Dontrell Hilliard","RB","FA","-","-","-","-","-","0","0","2.4","0","-1.4","-","0","4","2","0","1.5","0","0.8","8.5"
"Jake Butt","TE","FA","2.9","4.8","0.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8","8.5"
"Cameron Batson","WR","FA","-","-","-","-","-","0","0","-","2.1","3.6","0.6","1.3","0.7","0","0","0","0","0.8","8.3"
"Logan Thomas","TE","WAS","2.4","0.7","-","BYE","0","0","0","0","4","0.7","-","0","-","0.5","-","0","0","0.7","8.3"
"Tyler Conklin","TE","NYJ","0.6","0","0.7","0","0","0","0","0","0","-","0","0","0","1.1","5.3","0","0","0.5","7.7"
"Corey Coleman","WR","FA","-","-","-","-","-","-","-","-","-","1.1","0.9","0","0","4.3","0.8","0.5","0","1","7.6"
"Elijhaa Penny","RB","FA","-","-","0","0","0","0","0.2","0","-","1.2","0.4","0.7","0","3.7","0.2","0.5","0.6","0.5","7.5"
"Kenjon Barner","RB","FA","-","-","-","1.1","-","1.6","3.6","0.4","0.4","-","-","-","0","0","0","0.3","-","0.8","7.4"
"Teddy Bridgewater","QB","FA","-","-","-","-","-0.3","-","-","0","-","-0.3","-0.1","-","-","-","-","-","7.9","1.4","7.2"
"Eric Tomlinson","TE","FA","0.7","2.4","1.4","0","1.5","0","-0.5","0","0.6","0","-","0","0","0","1.1","0","-","0.5","7.2"
"Patrick DiMarco","RB","FA","0","2.4","0","0","0","0","0","0","0","0","-","0","3.8","0","0.9","0","0","0.4","7.1"
"Blake Bell","TE","KC","-","-","-","-","-","-","0","1.3","-","2.7","0","0.5","0","1.6","0.6","0","0","0.7","6.7"
"Joshua Perkins","TE","FA","0","5.7","1","0","0","0","0","0","-","0","-","-","-","-","-","-","-","0.7","6.7"
"J.J. Nelson","WR","FA","0","0","0","0.4","0","0.9","1.5","0.8","-","-1","0","0","0","3.8","0","-","-","0.5","6.4"
"Russell Gage","WR","TB","0","-","0","0","0","0.9","0","-","0","0","0","0","0.7","0","3.3","0","1.4","0.4","6.3"
"Derrick Willies","WR","FA","0","0","0","0","6.1","-","-","-","-","-","-","-","-","-","-","-","-","1.2","6.1"
"Noah Brown","WR","HOU","-","-","-","-","-","-","-","-","-","0","0","2.2","0.9","0","1.4","0.6","0.3","0.7","5.4"
"DeShone Kizer","QB","FA","-1.8","-","-","-","-","-","-","-","-","-","-","-","-","-0.1","-","-","7.3","1.8","5.4"
"Dwayne Harris","WR","FA","0","-","1.1","-0.1","0","0.7","-","1.3","1.3","0","0","0","0.9","0","0","0","0","0.3","5.2"
"Jacob Hollister","TE","FA","-","3.5","-","-","0","0","-","-","-","1.7","-","0","0","0","-","0","-","0.7","5.2"
"Durham Smythe","TE","MIA","0","0","0","0","0","0","0","0","0","-","BYE","2.7","0","0","0","0.9","1.4","0.3","5"
"Mike Boone","RB","HOU","-","-","1.1","0.1","0.1","2","0.4","1.1","0","BYE","-","-","-","-","-","-","0","0.6","4.8"
"Eric Saubert","TE","MIA","0","0","0","0","0.8","0","0.8","-","0","1.7","0","0","0","1.5","0","0","0","0.3","4.8"
"Antony Auclair","TE","FA","0","0","0","0.8","-","0.5","1.5","0","0","0","0","0.8","0","1.2","0","0","0","0.3","4.8"
"Nate Sudfeld","QB","DET","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","4.7","2.3","4.7"
"Roosevelt Nix","RB","FA","0","1.9","0","0","0","0","-","0","0","1.7","0","0","0","0","0","0.4","0.2","0.3","4.2"
"T.J. Logan","RB","FA","-","0","-","-","-","-","-","0","-","1.4","0","0.5","0.5","0","1.5","0","0","0.4","3.9"
"Chad Beebe","WR","FA","-","-","-","-","-","-","-","-","2.1","-","1.8","-","-","-","-","0","-","1.3","3.9"
"Marcedes Lewis","TE","FA","0","0","0","0","0","0","-","0","0.5","3","0","0.4","0","0","0","0","0","0.2","3.9"
"Samaje Perine","RB","DEN","-","-","-","-","-","0","0.2","-","2.8","0","-","-","-","-","-","-","0.7","0.7","3.7"
"Jordan Franks","TE","KC","-","-","-","-","-","-","-","3.2","-","0","0.5","0","0","0","-","-","-","0.6","3.7"
"Tyler Kroft","TE","FA","0.9","1.1","1.6","0","0","-","-","-","-","-","-","-","-","-","-","-","-","0.7","3.6"
"Auden Tate","WR","ARI","-","-","-","-","-","-","-","-","BYE","0","0.5","1.5","-","0","0","0","1.5","0.5","3.5"
"Tyler Ervin","RB","FA","1.2","0","0","0","0","0","1.9","0.4","0","-","-","-","-","-","-","-","-","0.4","3.5"
"Javon Wims","WR","ARI","-","-","-","0","-","-","-","0","0","-","-","-","-","-","-","-","3.2","0.8","3.2"
"River Cracraft","WR","MIA","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","2.4","0.3","2.4"
"Sean Culkin","TE","FA","0","0","0","0","0","0","0","-","0","0","0","2.4","0","-","-","-","0","0.2","2.4"
"Keith Smith","RB","ATL","0","1.2","0.2","0","0","0","-","0.8","0","0","0","0","0","0","0","0.1","0","0.1","2.3"
"Tyrone Swoopes","TE","FA","-","-","-","-","-","2.3","-","-","-","-","-","-","-","-","-","-","-","2.3","2.3"
"Brandon Zylstra","WR","FA","0","0","0","0","0","0","2.3","0","0","-","0","0","0","0","0","0","0","0.1","2.3"
"Gehrig Dieter","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","0","-","0","2.2","0.6","2.2"
"Malik Turner","WR","IND","-","-","-","-","-","-","-","-","0","-","0","1.9","0.1","0","0","-","-","0.3","2"
"Ray-Ray McCloud III","WR","SF","-","-","0.6","0","0.4","-1.8","-","1.6","0","0","BYE","-","-","0","0.7","-","0.5","0.2","2"
"C.J. Prosise","RB","FA","0","2.2","-","0","-","-","-","0","-","-0.3","-","-","-","-","-","-","-","0.4","1.9"
"Jamal Agnew","WR","JAC","0","0","0","1.7","0","-","-","-","BYE","-","-","-","-","-","-","0","-","0.3","1.7"
"KhaDarel Hodge","WR","FA","-","-","0","0","1.4","0","0","0","0","0","0.3","-","0","0","0","0","0","0.1","1.7"
"Garrett Gilbert","QB","NE","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","1.6","1.6","1.6"
"Darius Jackson","RB","FA","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","1.6","0.4","1.6"
"Chad Henne","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","1.5","1.5"
"Ross Dwelley","TE","SF","-","-","-","-","-","0","0","0","0.8","0","BYE","0","0","0","0","0","0.6","0.1","1.4"
"Derek Watt","RB","FA","0.1","0","0","0","0","0","0","-","0","0.2","0","0","0","0.2","0","0","0.8","0.1","1.3"
"Joe Webb III","QB","FA","0","0","0","0","0","0","0","0","0","-","0","0","0","1.3","0","0","0","0.1","1.3"
"Josh Malone","WR","FA","0","0","1.2","0","0","0","-","0","-","-","-","-","-","-","-","0","0","0.1","1.2"
"Victor Bolden Jr.","WR","FA","-","-","-","-","1","0","0","0","-","-","-","-","-","-","-","0","0","0.2","1"
"Justin Hardee","WR","NYJ","0","0","0","1","0","-","0","0","0","0","0","0","0","0","0","0","0","0.1","1"
"Ameer Abdullah","RB","LV","-","-","-","-","0","-","1.3","-1.4","-","-","1","0","0","0","0","0","0","0.1","0.9"
"Robert Griffin III","QB","FA","-","-","-","-","-","-","-","-","-","-","0","-","0.8","0","-","-","-","0.3","0.8"
"Joshua Dobbs","QB","CLE","-","-","-","-","-0.3","-","-","-0.1","0.9","-0.1","BYE","-","-","0.5","-","-","-","0.2","0.8"
"J.D. McKissic","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0.2","0.6","0","0.2","0.8"
"Darvin Kidsy","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0.8","0.4","0.8"
"Damiere Byrd","WR","FA","0","-","-","-","0","-","0.8","0","0","0","0","0","-","-","-","-","-","0.1","0.8"
"Allen Lazard","WR","NYJ","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","0.7","0.7","0.7"
"Marcus Kemp","WR","WAS","0","0","0.7","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0.7"
"Richard Rodgers","TE","FA","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0.7","0","0.1","0.7"
"Michael Burton","RB","DEN","0.6","-","0","0","-","-","-","-","0","0","-","-","0","0","-","0","-","0.1","0.6"
"Justin Watson","WR","FA","-","-","-","0","-","0","0","0.5","0","0","0","0","0","0","0","-","0","0","0.5"
"Johnny Mundt","TE","MIN","0","0","0","0","0","0","0","-","-","BYE","-","-","-","-","0","0","0.5","0.1","0.5"
"Jeremy McNichols","RB","PIT","-","-","-","0.4","-","-","BYE","-","-","-","-","-","-","-","-","-","-","0.4","0.4"
"Danny Vitale","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.2","0","0","0.2"
"AJ McCarron","QB","FA","-","-","-","-","-","-","-","-","0.3","-","-","-0.2","-","-","-","-","-","0.1","0.1"
"Matt Schaub","QB","FA","-","0","-","-","0.1","-","-","-","-","-","-","-","-","-","0","-","-","0","0.1"
"Jonathan Williams","RB","WAS","0","-0.1","0.2","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0.1"
"Sean Mannion","QB","FA","-","-","-","-","-","-","0.1","-","-","-","-","-","-","-","-","-0.2","0.1","0","0"
"Chris Lacy","WR","LV","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0"
"Godwin Igwebuike","RB","SEA","-","-","-","-","-","-","BYE","-","-","-","0","-","0","0","0","0","0","0","0"
"Dare Ogunbowale","RB","HOU","-","-","-","-","-","-","-","-","-","BYE","0","0","-","-","-","-","-","0","0"
"Johnny Holton","WR","FA","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","0","0"
"Taiwan Jones","RB","FA","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Brandon Wilson","S","CIN","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","0","-","-","0","0"
"Brandon Allen","QB","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Daurice Fountain","WR","CHI","-","-","-","-","BYE","-","-","-","-","-","-","-","-","0","-","-","-","0","0"
"Boston Scott","RB","PHI","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","0","0","0","0"
"Tyler Bray","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","0","0"
"Senorise Perry","RB","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"Trey Edmunds","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0"
"Isaiah Ford","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","0","0"
"Temarrick Hemingway","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0"
"Steven Mitchell Jr.","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0"
"Cam Sims","WR","LV","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Pharoh Cooper","WR","ARI","0","-","-","-","-","-","-","-","BYE","-","0","-","0","0","0","0","0","0","0"
"Jaydon Mickens","WR","NYG","0","0","0","0","0","0","-","-","BYE","-","-","-","-","-","-","-","-","0","0"
"Cooper Rush","QB","DAL","-","-","-","-","-","0","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"Deante Burton","WR","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0"
"Buddy Howell","RB","FA","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0"
"Daniel Brown","TE","FA","-","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","-","0","0"
"Kyle Sloter","QB","FA","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Mike Thomas","WR","BAL","0","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"Darrell Daniels","TE","FA","0","0","0","-","0","0","-","0","0","0","0","-","0","-","-","-","0","0","0"
"Lance Lenoir Jr.","WR","FA","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","-","0","0"
"Patrick Ricard","RB","BAL","0","0","0","0","0","-","0","0","0","BYE","0","0","-","-","-","-","-","0","0"
"Clark Harris","TE","FA","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0"
"Kyle Nelson","TE","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","-","-","-","-","0","0"
"Beau Brinkley","TE","FA","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"Alex Ellis","TE","FA","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"Mason Schreck","TE","HOU","0","0","0","-","0","0","0","-","-","BYE","-","-","-","-","-","-","-","0","0"
"Deon Yelder","TE","FA","-","-","-","-","-","-","-","0","0","0","-","-","-","-","-","-","-","0","0"
"Matthew Slater","WR","NE","0","0","0","0","0","0","0","0","0","0","BYE","0","0","0","0","0","0","0","0"
"Chad Kelly","QB","FA","-","-","-","-","-","-0.1","-","-","-","-","-","-","-","-","-","-","-","-0.1","-0.1"
"Brian Hoyer","QB","LV","-","-","-","-0.3","-","-","-","-0.2","-","0.5","-","-","-","-","-","-0.2","-0.3","-0.1","-0.5"
"Jacoby Brissett","QB","WAS","-","-","0","BYE","-","-","-0.4","-","-","-","-0.4","0.2","-","-","-","-","-","-0.2","-0.6"
"Geno Smith","QB","SEA","-","-0.1","-","-","-","0.1","BYE","-","-","-","-","0.7","0","-","-","-","-2.2","-0.3","-1.5"
"JoJo Natson","WR","FA","-","0","0","-","-","0","0","0","0","0","0","-","0","0","-2","0","0","-0.2","-2"
"Kyle Lauletta","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-2.2","-","-","0","-1.1","-2.2"
""
""
