"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"Damien Williams","RB","FA","0.3","8","2.2","0.1","-","0.5","0.9","0","0","0","0","1","0.6","1.1","1.2","3.3","4.9","1.5","24.1"
"Josh Hill","TE","FA","0","0.2","1","7.1","0","3.8","0","0.5","8.1","0","-","0","1.1","0.6","0","1.2","0.4","1.5","24"
"Virgil Green","TE","FA","0","7.2","2.6","0","0","0","-","6.1","1.3","0.8","0.9","0","2.2","0","0","0.8","1.4","1.5","23.3"
"Adam Thielen","WR","CAR","0","0","1.6","7","BYE","0","3","0","0","1.4","0","0","0","0.7","0.8","0.5","8.3","1.5","23.3"
"Patrick DiMarco","RB","FA","0","1.9","0.4","0","0","1.8","0","0.8","0","-","14.1","0","1.8","1.5","0","0","0.7","1.4","23"
"Marcedes Lewis","TE","FA","0","0","0","4","0","0.8","1.3","-","2.7","0.9","0","2.4","0.7","1.4","2.6","1.3","4.5","1.4","22.6"
"Taiwan Jones","RB","FA","1.8","1.5","1.6","-","-","-","5.2","12.4","-1.4","0","0.2","-","-","0.2","0","0.5","0","1.8","22"
"Bruce Miller","TE","FA","0","0.7","0","0","2.3","8.9","0","0","0.4","-","0","0","0.8","0.3","7.3","0","0.2","1.3","20.9"
"Bennie Fowler III","WR","FA","0","0","5","1.1","4.6","0","-","2.1","2.2","1.7","0","0.8","0","1.2","0","1.3","0.3","1.3","20.3"
"Derek Carrier","TE","FA","0.8","0","0","1.8","8.7","3.9","1.5","-","0","1.4","0.7","0.6","-","0.7","-","-","-","1.7","20.1"
"Geno Smith","QB","SEA","-","-","-","-","-","-","-","20","BYE","-","-","-","-","-","-","-","-","20","20"
"Justin Hardy","WR","FA","-","-","-","-","-","-","-","2.1","1.7","-","0.7","2.1","3.4","0.9","3.6","1.5","3.4","2.2","19.4"
"Tyler Kroft","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0.4","1.7","3.1","9.1","4.6","0","1.2","18.9"
"Blake Bell","TE","KC","0","1.1","0","0","0.6","0","-","-","0","-","0","6.7","0.5","4.9","4.3","0","0.5","1.3","18.6"
"Nick Boyle","TE","FA","0","0","1.9","1.2","2.7","0","4","1.5","-","3.5","-","1","1.5","-","-","-","-","1.6","17.3"
"Cody Parkey","K","FA","6","5","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.7","17"
"Devin Smith","WR","FA","-","-","3.9","1.4","-","0","0.7","-","0","0.2","0","9.3","0","0","-","-","-","1.6","15.5"
"Tyrell Williams","WR","FA","0","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","15","2.1","15"
"Rex Burkhead","RB","FA","2.4","0.8","0","2.7","-2.2","0","-","0","0.7","0","0.7","0.8","0.6","6.5","0","0.8","0","0.9","13.8"
"Jesse James","TE","FA","-","-","-","-","-","-","-","-","7.3","0.2","-","2.8","3","0","0","0.3","0","1.7","13.6"
"Andre Roberts","WR","FA","3.6","0","1.8","-","0","0.6","4.9","-","2.6","-","0","0","-","-","-","-","-","1.5","13.5"
"Demetrius Harris","TE","FA","0","0","0","0","0","1.5","0","0","-","0","2.6","0","0","1.8","0","0","7.5","0.8","13.4"
"Jack Doyle","TE","FA","0","0","3.2","0","0","0.7","0","0","7.8","-","0","0.5","0","0","0","0.7","0.3","0.8","13.2"
"Lee Smith","TE","FA","0","0.6","0.8","1.4","0","-","0.1","0.6","1","0.1","-","0.2","6.5","0","0","1.7","0","0.9","13"
"Kenjon Barner","RB","FA","-","-","0","0","-","-","-","-","0","-","3.7","3.1","2.6","0","0","-0.7","3.9","1.3","12.6"
"Luke Stocker","TE","FA","0","0","0","-","-","-","2.2","0","0","0","0","0","0.4","0","8.5","0.7","0.3","0.9","12.1"
"Michael Burton","RB","DEN","0","0.2","0","0.3","0.6","0","0","0","-","0","0","0","0","1.2","7","0","0.8","0.6","10.1"
"Mike Davis","RB","FA","-","1.8","1.1","-","-","0","0","1.8","-","-","-","-","-","-","-","-","4.9","1.6","9.6"
"MyCole Pruitt","TE","FA","0","0","0","0","-","0","1.3","1.5","0.6","0.7","0.8","0","0.4","3.6","0","0","0","0.6","8.9"
"Colt McCoy","QB","ARI","-","-","-","-","-","-","-","-","BYE","0","-","-","-","-","-","-","8.8","4.4","8.8"
"James O'Shaughnessy","TE","FA","0","5.4","0","0.8","0","2.3","0.2","-","-","-","-","-","-","-","-","-","-","1.2","8.7"
"Levine Toilolo","TE","FA","0.4","0","2.6","0","0","1.8","0","0.7","0.1","-","0","0","0","0","0","0","0.8","0.4","6.4"
"Daniel Brown","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","1.7","4.7","0","0","0","1.1","6.4"
"Trey Burton","TE","FA","0","0","0","0","0","0","0","-","0","0","0","4.9","0","0","0","0","0.5","0.3","5.4"
"Paul Richardson Jr.","WR","FA","-","-","-","-","-","-","-","-","-","4","-","-","-","-","-","-","-","4","4"
"Nick O'Leary","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","3.7","0","0","0.9","3.7"
"Anthony Sherman","RB","FA","0","0","0","0","0","1.3","0","0","-","0","0","0","0","0","0","0","2.1","0.2","3.4"
"Marquise Goodwin","WR","CLE","-","-","-","-","2.4","0","-","-","-","-","BYE","-","-","-","-","-","-","1.2","2.4"
"Matt LaCosse","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.2","0","1.1","2.2"
"DeAndrew White","WR","FA","-","1.8","0","-","-","0","-","-","0","-","-","-","-","-","-","-","-","0.5","1.8"
"Darren Waller","TE","NYG","0","0","0","1.7","0.1","-","0","-","-","-","BYE","-","-","-","-","-","-","0.3","1.8"
"Roosevelt Nix","RB","FA","0","0","0","0","0","0","0","0","0","1","-","0.6","0","0","0","0","-","0.1","1.6"
"Malcolm Johnson","RB","FA","1.4","0","0","0","0","0","0","0","0","0","-","0.1","0","-","-","-","-","0.1","1.5"
"Malcolm Brown","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","1.5","1.5"
"Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","1.2","-","-","-","-","-","1.2","1.2"
"Rod Smith","RB","FA","-","-","-","-","0.5","-","-","0","0","0","0","0.6","0","0","0","0","0","0.1","1.1"
"Cordarrelle Patterson","RB","ATL","0.1","0","0.9","0.9","-","0","0","0","0","0.6","0","0","0","0","0","0","-2","0","0.5"
"C.J. Uzomah","TE","NYJ","-","-","-","-","BYE","-","-","-","-","-","-","-","0.4","0","0","0","0","0.1","0.4"
"Matt Moore","QB","FA","-","-","-","-","-","-","0.4","-","-","-","-","-","-","-","-","-","-","0.4","0.4"
"Clark Harris","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0"
"Beau Brinkley","TE","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Brown","K","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"Geoff Swaim","TE","FA","-","0","-","-","0","-","-","-","-","-","-","-","-","-","-","0","0","0","0"
"Keith Smith","RB","ATL","0","0","0","0","-","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"Kyle Nelson","TE","FA","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0"
"Matthew Slater","WR","NE","0","0","0","BYE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase Daniel","QB","FA","-","-","-","-","-","-","-","0.2","-","-","-","-","-","-","-0.2","-","-","0","-0"
"Joe Webb III","QB","FA","0","0","0","0","-","0","0","0","-0.1","0","0","0","0","0","0","0","0","0","-0.1"
"Trevor Siemian","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-0.1","-","-","-0.1","-0.1"
"Jimmy Garoppolo","QB","LV","-","-","-0.2","-","-0.2","-","-","0","-0.1","-","-","-","-","-","-","-","0.2","-0.1","-0.3"
"Drew Stanton","QB","FA","-","-","-0.3","-","0.1","-","-","-","-","-","-","0","-0.1","-","-0.2","0","-0.6","-0.2","-1.1"
"Raheem Mostert","RB","MIA","-","0","-","-","BYE","-","0","0","-","0","0","0","0","0","0","0","-2","-0.2","-2"
""
""
